StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40
2023-11-15 14:10:13,2023-11-15 14:18:18,IP Address,134.153.73.85,100,484,True,2023-11-15 14:18:19,R_2Yy7WZGhQonJlvI,,,,,47.57,-52.781,anonymous,EN,Yes,1-5 times a month,2,1,4,3,5,,Yes,6-10 times a year,2,1,4,3,5,,,,Yes,,,,,,,3,Panama,Dominican Republic,Costa Rica,China,USA,Japan,7,9,8,6,5,2,4,3,1,I mainly do international birding while vacationing somewhere,Hired a birdwatching guide,"Mostly alone, occasionally with a group",Very important,Very important,Extremely important,Extremely important,Very important,Very important,Very important,Moderately important,Not at all important,Moderately important,Very important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$200-$400,Moderately important,Very important,25-34,Female,,Canada,Bachelor's degree/ Undergraduate degree,,Canada,White/caucasian,"Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 14:27:09,2023-11-15 14:32:55,IP Address,200.106.195.19,100,346,True,2023-11-15 14:32:55,R_1K1HoeAqWfSy22e,,,,,-23.5257,-46.8288,anonymous,EN,Yes,Less than once a month,4,1,4,1,2,,Yes,Less than once a year,2,1,5,1,4,,,,No,Cost,,Yes,Colombia,Equador,Argentina,1,Portugal,,,Colombia,Equador,Argentina,1,1,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,35-44,Male,,Brazil,Master's degree,,Brazil,White,"$50,000-$100,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 14:21:38,2023-11-15 14:50:03,IP Address,75.33.220.175,100,1704,True,2023-11-15 14:50:04,R_O6E2gScfRg0b6RH,,,,,25.7689,-80.1946,anonymous,EN,Yes,More than 10 times a month,3,4,1,2,5,,Yes,1-5 times a year,1,2,5,3,4,,,,Yes,,,,,,,25,Colombia,Kenya,Ecuador,Mexico,Ecuador,India,4,3,1,5,6,2,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Very important,Very important,Very important,Moderately important,Very important,Very important,Moderately important,Moderately important,Very important,Very important,"Birdwatching tour company websites,Birdwatching magazines or publications",,$200-$400,Very important,Very important,65 or above,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 14:56:44,2023-11-15 15:04:24,IP Address,68.23.219.171,100,459,True,2023-11-15 15:04:25,R_2uVBJ3UB0hlcoFS,,,,,25.7689,-80.1946,anonymous,EN,Yes,6-10 times a month,3,1,3,2,3,,Yes,More than 10 times a year,3,1,4,3,5,,,,Yes,,,,,,,6,Kenya,Ecuador,Guyana,Ecuador,Malaysia,Brazil,3,1,1,8,3,4,3,3,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",About equally alone and with a group,Moderately important,Very important,Very important,Very important,Not at all important,Extremely important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Birdwatching forums or online communities",,$400-$600,Moderately important,Moderately important,25-34,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,Latino,"Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 15:00:05,2023-11-15 15:20:31,IP Address,47.135.34.241,100,1226,True,2023-11-15 15:20:32,R_ba1czugeVqPsYOB,,,,,35.7532,-81.3264,anonymous,EN,Yes,6-10 times a month,3,2,2,3,5,,Yes,1-5 times a year,3,1,3,2,4,,,,No,"Cost,Other (please specify)",No time,Yes,Costa Rica,Great Britain,Equador,0,,,,,,,1,1,2,3,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,45-54,Male,,United States of America,High school or equivalent,,United States of America,caucasian,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 14:59:52,2023-11-15 15:34:53,IP Address,75.74.195.161,100,2100,True,2023-11-15 15:34:54,R_Qb8SdIVLdOKB4Ot,,,,,25.761,-80.2325,anonymous,EN,Yes,1-5 times a month,2,1,4,3,5,"Make sound recordings for birds and other wildlife ",Yes,1-5 times a year,2,1,4,3,5,Make sound recordings,,,Yes,,,,,,,4,The United States,Ecuador,Cambodia,"Colombia ",Malaysia,Australia,2,3,1,6,5,4,7,8,9,Easy to access (e.g. visa issuing),"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always alone,Extremely important,Extremely important,Very important,Moderately important,Slightly important,Moderately important,Very important,Not at all important,Moderately important,Very important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications",,$100-$200,Very important,Very important,25-34,Male,,China,Doctorate (PhD) or higher,,United States of America,Asian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 14:51:37,2023-11-15 15:46:55,IP Address,172.59.129.222,100,3317,True,2023-11-15 15:46:56,R_3O01TWwcMEKJX2d,,,,,37.7906,-122.2412,anonymous,EN,No,,,,,,,,No,,,,,,,,Other (please specify),Guilt about carbon footprint,No,"Cost,Other (please specify)",Carbon footprint,Yes,New Zealand,Columbia,Galapagos,0,,,,Mexico,Costa Rica,Columbia,2,3,4,8,7,5,6,1,9,If I have a place to stay either with family through work. Only way to afford the travel.,,,,,,,,,,,,,,,,,,,35-44,Female,,United States of America,Master's degree,,United States of America,White,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I mostly go to see a local rare bird if I can include a drive there with another errand I need to run. I feel guilty using gas to see a rare bird. Also I don't feel like I have much time to recreate. "
2023-11-15 15:42:51,2023-11-15 15:54:26,IP Address,172.59.221.22,100,694,True,2023-11-15 15:54:27,R_OiZiKAJ0Ju7iibL,,,,,35.2296,-80.843,anonymous,EN,Yes,6-10 times a month,5,4,4,4,3,I just like being outside and seeing birds,Yes,More than 10 times a year,5,2,5,1,3,,,,Yes,,,,,,,25,uganda,Thailand,angola,Brazil,indonesia,madagascar,1,2,1,2,3,3,3,2,3,"value, ie birds per dollar spent","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Very important,Moderately important,Moderately important,Very important,Moderately important,Extremely important,Not at all important,Slightly important,Moderately important,Very important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$200-$400,Very important,Very important,55-64,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,white,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","It varies by place. Locally I'm just going outside and enjoying. Internationally I'm there to see lots of birds and enjoy exploring a new part of the world. In country I'm typically there for a different reason but take every opportunity to bird. "
2023-11-15 15:40:26,2023-11-15 15:55:12,IP Address,174.254.32.170,100,886,True,2023-11-15 15:55:12,R_271lbTX1MorfrEh,,,,,33.8019,-84.3861,anonymous,EN,Yes,More than 10 times a month,2,1,5,3,4,,Yes,More than 10 times a year,2,1,5,3,4,,,,Yes,,,,,,,1,Bahamas,N/A,N/A,Panama,Ecuador,Mexico,6,5,1,4,3,2,9,7,8,,Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Always with a group,Extremely important,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,Slightly important,Slightly important,Very important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Moderately important,Moderately important,18-24,Male,,United States of America,Master's degree,,United States of America,White,"Less than $50,000",1-5 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 17:42:30,2023-11-15 17:54:39,IP Address,24.117.60.146,100,728,True,2023-11-15 17:54:40,R_UiF2b28Sa9Cdp3b,,,,,34.5741,-112.4982,anonymous,EN,Yes,1-5 times a month,5,5,1,2,5,,Yes,More than 10 times a year,3,4,3,1,5,"Building my year list each year, I have almost no lifers left in the US to get",,,Yes,,,,,,,37,Argentina,Brazil,"Madagascar ",Thailand,Bhutan,Seychelles,3,2,5,6,4,7,3,3,5,"New bird families, mammal diversity","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Moderately important,Moderately important,Slightly important,Not at all important,Slightly important,Slightly important,Moderately important,Moderately important,Slightly important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$200-$400,Very important,Very important,35-44,Male,,United States of America,Other (please specify),JD,United States of America,White,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I like trips focused on an iconic species as goal with birding as the main surrounding activity. Like looking for snow leopards plus birding, swimming with whales plus birding, seeing monarch butterflies in Mexico plus birding"
2023-11-15 17:58:26,2023-11-15 18:09:44,IP Address,98.53.56.159,100,678,True,2023-11-15 18:09:45,R_T2hAwsHnzPFyb3X,,,,,25.8696,-80.3073,anonymous,EN,Yes,1-5 times a month,3,4,4,2,5,,Yes,More than 10 times a year,1,1,3,1,5,,,,No,Cost,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,"White/Caucasion, not Hispanic","Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 18:33:45,2023-11-15 18:38:32,IP Address,174.245.80.98,100,287,True,2023-11-15 18:38:33,R_2DUqWo4gC750zxF,,,,,34.0021,-81.0423,anonymous,EN,Yes,6-10 times a month,1,2,4,3,5,,Yes,More than 10 times a year,2,1,4,3,5,,,,No,"Cost,Comfort,Accessibility,Health",,Yes,New Zealand,Chile,South Africa,1,Canada,,,Chile,New Zealand,South Africa,1,2,3,7,8,4,5,6,9,,,,,,,,,,,,,,,,,,,,35-44,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,Caucasian/Non-Hispanic,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 18:43:05,2023-11-15 18:49:51,IP Address,70.250.118.59,100,406,True,2023-11-15 18:49:52,R_1oFOs7vXkS67SrD,,,,,35.9151,-79.0972,anonymous,EN,Yes,1-5 times a month,1,1,5,3,5,,Yes,1-5 times a year,1,1,5,3,5,,,,Yes,,,,,,,10,France,Mexico,Taiwan,Papua New Guinea,Columbia,Mexico,1,1,1,9,4,9,3,9,1,"Good herps come first. Good birds are a far second ",,,,,,,,,,,,,,,,,,,35-44,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White,"$50,000-$100,000",1-5 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",
2023-11-15 18:48:03,2023-11-15 19:00:49,IP Address,149.171.172.210,100,766,True,2023-11-15 19:00:50,R_T4Jx03Zu5fZZj7X,,,,,-33.8715,151.2006,anonymous,EN,Yes,1-5 times a month,5,4,3,2,1,Convenience for practicing things like photography,Yes,More than 10 times a year,3,5,2,4,1,,,,Yes,,,,,,,10,United Kingdom,Spain,Malaysia,South Africa,Singapore,Indonesia,8,7,9,1,3,4,6,5,2,Affordability,Stayed at a dedicated birdwatching/nature lodge,"Mostly alone, occasionally with a group",Very important,Extremely important,Moderately important,Extremely important,Slightly important,Moderately important,Extremely important,Moderately important,Slightly important,Very important,Not at all important,"Online search engines,Recommendations from friends or fellow birdwatchers",,$50-$100,Very important,Very important,25-34,Male,,Australia,Bachelor's degree/ Undergraduate degree,,Australia,Eurasian,"Less than $50,000",6-10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 19:04:22,2023-11-15 19:12:21,IP Address,47.133.197.144,100,478,True,2023-11-15 19:12:22,R_2fj2WxrP5apXoca,,,,,35.2714,-75.5443,anonymous,EN,Yes,More than 10 times a month,1,4,2,3,5,,Yes,1-5 times a year,3,2,4,1,5,,,,No,"Cost,Accessibility,Don't have information about where to go",,Yes,Costa Rica,Africa,New Zealand,1,,,,,,,1,3,7,4,2,5,8,6,9,,,,,,,,,,,,,,,,,,,,25-34,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,"Caucasian ","Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 19:08:12,2023-11-15 19:15:12,IP Address,200.7.247.50,100,419,True,2023-11-15 19:15:12,R_eLgvsu3U8ZPAymR,,,,,-0.2309,-78.5211,anonymous,EN,Yes,Less than once a month,5,5,1,2,3,,Yes,Less than once a year,5,5,1,3,3,,,,Yes,,,,,,,3,Spain,Colombia,Mexico,Colombia,Peru,,6,9,9,6,6,7,6,6,3,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Moderately important,Very important,Very important,Moderately important,Moderately important,Very important,Very important,Not at all important,Moderately important,Very important,Very important,"Online search engines,Recommendations from friends or fellow birdwatchers",,$100-$200,Extremely important,Extremely important,35-44,Male,,Ecuador,Doctorate (PhD) or higher,,Ecuador,,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 19:09:48,2023-11-15 19:22:05,IP Address,200.127.9.38,100,737,True,2023-11-15 19:22:06,R_bwnpDuTH44HFdER,,,,,-34.7862,-58.3701,anonymous,EN,Yes,1-5 times a month,3,1,5,2,4,,Yes,6-10 times a year,3,1,5,2,4,,,,Yes,,,,,,,2,Brasil,Inglaterra,,Colombia,Cuba,Chile,3,1,2,9,8,3,5,7,6,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",,Very important,Very important,Moderately important,Extremely important,Slightly important,Slightly important,Moderately important,Not at all important,Not at all important,Slightly important,Slightly important,"Recommendations from friends or fellow birdwatchers,Other (please specify)",Ebird,$50-$100,Moderately important,Moderately important,35-44,Male,,Argentina,High school or equivalent,,Argentina,Criollo,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 19:27:42,2023-11-15 19:33:43,IP Address,32.221.29.212,100,361,True,2023-11-15 19:33:44,R_CkLwSL82SULEhcB,,,,,41.3136,-72.9272,anonymous,EN,Yes,More than 10 times a month,2,1,3,4,5,,Yes,1-5 times a year,2,1,4,3,5,,,,Yes,,,,,,,0,,,,New Zealand,Ecuador,Norway,3,2,1,8,9,4,5,6,7,,,,,,,,,,,,,,,,,,,,18-24,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White,,6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 19:31:07,2023-11-15 19:44:58,IP Address,104.176.180.29,100,831,True,2023-11-15 19:44:59,R_1FfdcdgSekCpkXm,,,,,36.2099,-81.6724,anonymous,EN,Yes,1-5 times a month,4,2,4,3,2,"I enjoy birding certain sites for specific species, or specific habitats that I enjoy the suite of birds there.",Yes,1-5 times a year,4,4,2,4,3,,,,Yes,,,,,,,5,Peru,Mexico,Canada,Costa Rica,Brazil,Norway,3,2,1,4,2,1,5,2,2,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Extremely important,Extremely important,Extremely important,Very important,Very important,Very important,Extremely important,Moderately important,Very important,Extremely important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$200-$400,Moderately important,Very important,35-44,Male,,United States of America,Master's degree,,United States of America,White,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 19:39:40,2023-11-15 19:52:29,IP Address,201.215.243.178,100,769,True,2023-11-15 19:52:30,R_pz2qrWVi421mloZ,,,,,-33.4518,-70.546,anonymous,EN,Yes,1-5 times a month,1,4,5,3,2,"ammount of bird species, different habitats ",Yes,Less than once a year,3,1,5,2,4,"other fauna, landscapes",,,No,Cost,,Yes,Argentina,USA,Indonesia,,,,,Argentina,Perú,USA,1,2,3,6,8,5,4,9,7,overall cost,,,,,,,,,,,,,,,,,,,25-34,Male,,Chile,Master's degree,,Chile,"Chilean (mix raced, european-indigenous)","$50,000-$100,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I'm a bird ecologist and birder, so it is hard to fit in one of the categories. Also I dont have the money to travel abroad to much but I have traveled for other  reasons, and I obviously take the chances to bird (I miss this kind of option,when you area 4 example traveling for work and you go on birdwatching)"
2023-11-15 19:47:32,2023-11-15 19:56:11,IP Address,103.160.201.223,100,518,True,2023-11-15 19:56:11,R_vP2qoRnJeBd61z3,,,,,-6.9214,106.9259,anonymous,EN,Yes,More than 10 times a month,4,5,3,4,5,"cost to visit (entrance fees, transportation, etc), season (eg migration), birding events (e.g. Asian Waterbird Cencus), safety (because my local patch is on an active vulcano)",Yes,1-5 times a year,5,5,2,5,5,"cost to visit, seasonal (e.g. migration), birding event (birdfair, birdrace)",,,Yes,,,,,,,5,Vietnam,Malaysia,Netherland,Australia,USA,Singapore,9,9,9,6,6,7,8,6,7,"birding event, cost to visit","Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly alone, occasionally with a group",Extremely important,Extremely important,Moderately important,Extremely important,Slightly important,Slightly important,Moderately important,Very important,Slightly important,Very important,Slightly important,"Online search engines,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$100-$200,Extremely important,Extremely important,25-34,Male,,Indonesia,Bachelor's degree/ Undergraduate degree,,Indonesia,Javanese,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 19:53:12,2023-11-15 20:01:09,IP Address,73.29.93.110,100,476,True,2023-11-15 20:01:10,R_7Uw5BpAfoLdOvFT,,,,,40.6105,-74.2813,anonymous,EN,Yes,More than 10 times a month,1,1,1,1,3,,Yes,More than 10 times a year,1,1,3,3,4,,,,Yes,,,,,,,3,France,"Netherlands ",Panama,Columbia,Mexico,"New Zealand ",1,1,1,1,1,1,3,1,5,,Hired a birdwatching guide,Always with a group,Extremely important,Extremely important,Extremely important,Moderately important,Extremely important,Extremely important,Moderately important,Moderately important,Moderately important,Very important,Very important,"Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications",,More than $600,Moderately important,Extremely important,55-64,Female,,United States of America,Other (please specify),JD,United States of America,,,1-5 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 20:04:07,2023-11-15 20:08:51,IP Address,23.227.244.70,100,284,True,2023-11-15 20:08:52,R_3PYxpAE0yJS05Lu,,,,,34.0648,-118.4414,anonymous,EN,Yes,More than 10 times a month,3,4,5,3,4,I see them as my neighbors and want to see if they are doing well,Yes,1-5 times a year,5,4,2,4,4,,,,No,"Cost,Other (please specify)","Time ",Yes,Peru,"Mexico ",Canada,,,,,,,,1,1,1,5,3,4,3,2,7,"Language ",,,,,,,,,,,,,,,,,,,18-24,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,"Asian ","$100,000 - $200,000",Less than 1 year,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 20:06:19,2023-11-15 20:11:45,IP Address,73.235.22.17,100,325,True,2023-11-15 20:11:45,R_1CEgHMXarsVtVlI,,,,,38.5559,-121.7391,anonymous,EN,Yes,1-5 times a month,1,2,4,3,5,"Trying to find as many species as possible in a day ",Yes,1-5 times a year,1,3,4,2,5,"Trying to find as many species as possible in a day ",,,Yes,,,,,,,20,Ecuador,"French Polynesia ",Panama,India,Brazil,Colombia,2,4,3,9,8,1,7,6,5,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Extremely important,Extremely important,Extremely important,Moderately important,Slightly important,Moderately important,Moderately important,Moderately important,Slightly important,Moderately important,Slightly important,"Online search engines,Recommendations from friends or fellow birdwatchers",,$200-$400,Very important,Very important,35-44,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 20:16:04,2023-11-15 20:22:18,IP Address,76.32.208.163,100,374,True,2023-11-15 20:22:18,R_1CJ72gHdw4QCcbZ,,,,,34.0322,-118.2836,anonymous,EN,Yes,6-10 times a month,2,1,4,3,5,,Yes,1-5 times a year,3,2,5,1,4,,,,No,Cost,,Yes,Costa Rica,Australia,China,0,,,,Costa Rica,Peru,Australia,3,1,2,9,8,4,6,5,7,,,,,,,,,,,,,,,,,,,,18-24,Male,,United States of America,High school or equivalent,,United States of America,White,"$400,000-$600,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 20:15:33,2023-11-15 20:22:46,IP Address,76.14.124.104,100,432,True,2023-11-15 20:22:47,R_RKx9pOg1ydenbZ7,,,,,37.7595,-122.4367,anonymous,EN,Yes,More than 10 times a month,4,5,1,3,2,I am new to birdwatching so i just go to the same one because I just want to practice how to do it and not be afraid of not knowing any of the names of the birds. It is also a very safe space and accesible,No,,,,,,,,"Don't have information about where to go,Other (please specify)","It is not a priority when traveling to go birdwatching also I wouldn’t organize a trip just for birdwatching since I don’t know how to even start to plan it ",No,Other (please specify),"Same as the prev answer ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-44,Male,,Mexico,Doctorate (PhD) or higher,,United States of America,"Mexican ","$100,000 - $200,000",1-5 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.","I don’t have a group of friends that go birdwatching so don’t think about it much, only when I am at the site or at work I do it alone "
